Student ID,student_name,gender,grade,school_name,reading_score,math_score
38068,Daniel Galvan,M,9th,Thomas High School,97,56
38069,Jennifer Rogers,F,11th,Thomas High School,97,56
38070,Kristie Duffy,F,11th,Thomas High School,97,56
38071,Blake Pope,M,11th,Thomas High School,96,56
38072,Sarah Chapman,F,10th,Thomas High School,96,56
38073,Donald Miller,M,9th,Thomas High School,96,56
38074,Brittney Bates,F,11th,Thomas High School,96,56
38075,Edward Howard,M,12th,Thomas High School,96,56
38076,Jennifer Wilson,F,9th,Thomas High School,96,56
38077,Courtney Turner,F,12th,Thomas High School,96,56
38078,Cynthia Mcbride,F,10th,Thomas High School,96,56
38079,Stephen Cruz,M,9th,Thomas High School,96,56
38080,William Ellis,M,11th,Thomas High School,96,56
38081,Stephanie Nguyen,F,11th,Thomas High School,96,56
38082,Michael Walters,M,11th,Thomas High School,96,56
38083,Wendy Douglas,F,10th,Thomas High School,96,56
38084,John Hernandez DVM,M,12th,Thomas High School,96,56
38085,Miranda Brown,F,11th,Thomas High School,96,56
38086,George Hobbs,M,10th,Thomas High School,96,56
38087,Valerie Krueger DDS,F,9th,Thomas High School,96,56
38088,Ashley Strickland,F,9th,Thomas High School,96,56
38089,Amanda Johnson,F,9th,Thomas High School,96,56
38090,Carol Valdez DDS,F,11th,Thomas High School,96,56
38091,Kyle Macdonald,M,12th,Thomas High School,95,56
38092,Misty Anderson,F,11th,Thomas High School,95,56
38093,William Jordan,M,10th,Thomas High School,95,56
38094,William Potts,M,10th,Thomas High School,95,56
38095,Dr. Jay Johnson DDS,M,12th,Thomas High School,95,56
38096,Kristina Mason,F,12th,Thomas High School,95,56
38097,Kimberly Conway,F,10th,Thomas High School,95,56
38098,Rebecca Jones,F,12th,Thomas High School,95,56
38099,Gina Hernandez,F,12th,Thomas High School,95,56
38100,Holly Moreno,F,9th,Thomas High School,95,56
38101,Brenda Holloway DVM,F,11th,Thomas High School,95,56
38102,Nicholas Mclean,M,9th,Thomas High School,95,56
38103,Jordan Maxwell,F,11th,Thomas High School,95,56
38104,Erin Mcguire,F,9th,Thomas High School,95,56
38105,Ricky Henry,M,9th,Thomas High School,95,56
38106,Adam Lynch,M,11th,Thomas High School,95,56
38107,David Gutierrez,M,10th,Thomas High School,95,56
38108,David Armstrong,M,9th,Thomas High School,94,56
38109,Brandon Tapia,M,11th,Thomas High School,94,56
38110,Isabel Bradford,F,12th,Thomas High School,94,56
38111,Phillip Beasley,M,12th,Thomas High School,94,56
38112,Aimee Olsen,F,11th,Thomas High School,94,56
38113,Brian Sullivan,M,9th,Thomas High School,94,56
38114,Mary Pace,F,11th,Thomas High School,94,56
38115,Laura Gonzalez,F,9th,Thomas High School,93,56
38116,Randy Walker,M,9th,Thomas High School,93,56
38117,Sarah Cohen,F,11th,Thomas High School,93,56
38118,Donald Martinez,M,10th,Thomas High School,93,56
38119,Wanda Hall,F,11th,Thomas High School,93,56
38120,Glenn Howe,M,11th,Thomas High School,93,56
38121,Brian Bell,M,12th,Thomas High School,93,56
38122,Shelby Patrick,F,9th,Thomas High School,92,56
38123,Anthony Castro,M,9th,Thomas High School,92,56
38124,Blake Horn,M,11th,Thomas High School,92,56
38125,Jessica Kidd,F,11th,Thomas High School,92,56
38126,Christie Jones,F,9th,Thomas High School,92,56
38127,Michael Franco,M,9th,Thomas High School,92,56
38128,Christopher Jones,M,11th,Thomas High School,92,56
38129,Ashley Brown,F,10th,Thomas High School,92,56
38130,William Wolf,M,12th,Thomas High School,92,56
38131,Mary Hawkins,F,12th,Thomas High School,92,56
38132,Colton Le,M,10th,Thomas High School,92,56
38133,Jessica Oconnor,F,9th,Thomas High School,92,56
38134,David Wu,M,11th,Thomas High School,92,56
38135,William Parsons,M,12th,Thomas High School,92,56
38136,Ricky Perez,M,9th,Thomas High School,92,56
38137,Jeffrey Anderson,M,11th,Thomas High School,92,56
38138,Thomas Perez,M,12th,Thomas High School,92,56
38139,Lucas Cox,M,12th,Thomas High School,92,56
38140,Aaron Perez,M,9th,Thomas High School,91,56
38141,Wendy Parker MD,F,9th,Thomas High School,91,56
38142,George Bailey,M,12th,Thomas High School,91,56
38143,Richard Mullins,M,11th,Thomas High School,91,56
38144,Andre Ramirez,M,11th,Thomas High School,91,56
38145,Margaret Brown,F,9th,Thomas High School,91,56
38146,Ryan Munoz,M,11th,Thomas High School,91,56
38147,Sharon Barker,F,9th,Thomas High School,91,56
38148,Benjamin Singleton,M,10th,Thomas High School,91,56
38149,Megan Soto,F,11th,Thomas High School,91,56
38150,Jillian Ashley,F,10th,Thomas High School,91,56
38151,Maria Foster,F,10th,Thomas High School,91,56
38152,Riley Horn,M,10th,Thomas High School,91,56
38153,Andrew Daniels,M,11th,Thomas High School,91,56
38154,Madison Castaneda,F,10th,Thomas High School,91,56
38155,Krystal Reid,F,11th,Thomas High School,91,56
38156,Stephanie Rogers,F,9th,Thomas High School,91,56
38157,Chad Hurley,M,12th,Thomas High School,90,56
38158,Dwayne Soto,M,10th,Thomas High School,90,56
38159,Jennifer Cohen,F,9th,Thomas High School,90,56
38160,Kathy Lee,F,9th,Thomas High School,90,56
38161,Claudia Johnston,F,12th,Thomas High School,90,56
38162,Stephanie Bailey,F,10th,Thomas High School,90,56
38163,Kevin Mejia,M,12th,Thomas High School,90,56
38164,Robert Aguilar,M,10th,Thomas High School,90,56
38165,Beverly Cox,F,11th,Thomas High School,90,56
38166,Carly Andrews,F,12th,Thomas High School,90,56
38167,Michelle Morris,F,12th,Thomas High School,90,56
38168,Timothy Melendez,M,10th,Thomas High School,90,56
38169,Regina Reeves,F,10th,Thomas High School,90,56
38170,Crystal Goodwin,F,12th,Thomas High School,90,56
38171,Alison Hunter,F,12th,Thomas High School,90,56
38172,Kayla Anderson,F,10th,Thomas High School,90,56
38173,Kara Spears,F,11th,Thomas High School,89,56
38174,Michelle Peterson,F,12th,Thomas High School,89,56
38175,Joseph Pace,M,12th,Thomas High School,89,56
38176,Phillip Thomas,M,12th,Thomas High School,89,56
38177,Teresa Smith,F,11th,Thomas High School,89,56
38178,Kim Smith DVM,F,10th,Thomas High School,89,56
38179,Nathan Robinson,M,9th,Thomas High School,89,56
38180,David Cox,M,11th,Thomas High School,89,56
38181,Lauren Barton,F,11th,Thomas High School,89,56
38182,Joshua Little,M,12th,Thomas High School,88,56
38183,Marie Miller,F,11th,Thomas High School,88,56
38184,Richard Miller,M,12th,Thomas High School,88,56
38185,Carolyn Stewart,F,12th,Thomas High School,88,56
38186,Andrew Burgess,M,9th,Thomas High School,88,56
38187,Sarah Smith,F,10th,Thomas High School,88,56
38188,James Aguilar,M,10th,Thomas High School,88,56
38189,Tammy Larson,F,9th,Thomas High School,88,56
38190,Janet Roth,F,9th,Thomas High School,88,56
38191,Karen Ellis,F,10th,Thomas High School,88,56
38192,Suzanne Anderson,F,9th,Thomas High School,88,56
38193,Breanna Aguilar,F,10th,Thomas High School,88,56
38194,Andrew Dickerson,M,12th,Thomas High School,88,56
38195,Kathleen Patrick,F,9th,Thomas High School,88,56
38196,Johnny Matthews,M,11th,Thomas High School,87,56
38197,Valerie Woods,F,11th,Thomas High School,87,56
38198,Tamara Watkins,F,11th,Thomas High School,87,56
38199,Lisa Carlson,F,12th,Thomas High School,87,56
38200,David Becker,M,10th,Thomas High School,87,56
38201,Nathaniel Wood,M,12th,Thomas High School,87,56
38202,Eric Barton,M,10th,Thomas High School,87,56
38203,Brianna Lynn,F,10th,Thomas High School,87,56
38204,Emily James,F,12th,Thomas High School,87,56
38205,Jeremy Hernandez,M,10th,Thomas High School,87,56
38206,Traci White,F,10th,Thomas High School,87,56
38207,Emma Palmer,F,9th,Thomas High School,87,56
38208,Christine Garcia,F,9th,Thomas High School,87,56
38209,Kimberly Bond,F,10th,Thomas High School,87,56
38210,Darrell Oconnell,M,11th,Thomas High School,87,56
38211,Anthony Page,M,11th,Thomas High School,87,56
38212,Richard Prince,M,11th,Thomas High School,87,56
38213,Vicki Miller,F,10th,Thomas High School,87,56
38214,Teresa Stevenson,F,9th,Thomas High School,87,56
38215,Renee Gill,F,11th,Thomas High School,86,56
38216,Robert Moore,M,11th,Thomas High School,86,56
38217,Lisa Moore,F,10th,Thomas High School,86,56
38218,Marcus Romero,M,11th,Thomas High School,86,56
38219,Crystal Oliver,F,12th,Thomas High School,86,56
38220,Carrie Mora,F,12th,Thomas High School,86,56
38221,Kevin Stewart,M,12th,Thomas High School,86,56
38222,Lauren Daniels,F,9th,Thomas High School,86,56
38223,Christina Rivera,F,12th,Thomas High School,86,56
38224,Robin Perez,F,9th,Thomas High School,86,56
38225,Terry Anderson,M,9th,Thomas High School,86,56
38226,Lisa Brown,F,10th,Thomas High School,85,56
38227,Kristi Wells,F,10th,Thomas High School,85,56
38228,Megan Robertson,F,9th,Thomas High School,85,56
38229,Collin Harvey,M,11th,Thomas High School,85,56
38230,Edward Anderson,M,12th,Thomas High School,85,56
38231,Amanda Morales,F,11th,Thomas High School,85,56
38232,Daniel Brown,M,10th,Thomas High School,85,56
38233,Scott Johnson,M,9th,Thomas High School,85,56
38234,Nicole Rowe,F,10th,Thomas High School,85,56
38235,Patricia Sanders,F,9th,Thomas High School,85,56
38236,Christopher Perry,M,12th,Thomas High School,85,56
38237,Mark Nichols,M,10th,Thomas High School,85,56
38238,Joseph Ross,M,9th,Thomas High School,85,56
38239,Nathaniel Owens,M,10th,Thomas High School,85,56
38240,Kristi Sanchez,F,12th,Thomas High School,84,56
38241,Jennifer Hunt,F,11th,Thomas High School,84,56
38242,Lisa Burton,F,12th,Thomas High School,84,56
38243,Kristen Garcia,F,11th,Thomas High School,84,56
38244,Erica Watkins,F,10th,Thomas High School,84,56
38245,Elizabeth Cook,F,11th,Thomas High School,84,56
38246,Ryan Romero,M,11th,Thomas High School,84,56
38247,Michael Bray,M,9th,Thomas High School,84,56
38248,Ann Taylor,F,11th,Thomas High School,84,56
38249,Timothy Johnson,M,12th,Thomas High School,84,56
38250,Victor Sharp,M,11th,Thomas High School,84,56
38251,Stacy Oconnell,F,12th,Thomas High School,84,56
38252,Jacqueline Green,F,9th,Thomas High School,84,56
38253,Edward Solomon,M,10th,Thomas High School,84,56
38254,Christine Lyons,F,11th,Thomas High School,84,56
38255,Jordan Mueller,F,10th,Thomas High School,84,56
38256,Jessica Wade,F,10th,Thomas High School,83,56
38257,Hannah Hudson,F,11th,Thomas High School,83,56
38258,Dorothy Cervantes,F,11th,Thomas High School,83,56
38259,Cassandra Evans,F,10th,Thomas High School,83,56
38260,Anthony Woods,M,12th,Thomas High School,83,56
38261,Olivia Pratt,F,9th,Thomas High School,83,56
38262,Kenneth Baker,M,9th,Thomas High School,83,56
38263,John Boyd,M,11th,Thomas High School,83,56
38264,Jesse Wilson,M,10th,Thomas High School,83,56
38265,Jesse Gilbert,M,9th,Thomas High School,83,56
38266,David Turner,M,10th,Thomas High School,83,56
38267,Richard Thomas,M,9th,Thomas High School,83,56
38268,Paul Thompson,M,11th,Thomas High School,82,56
38269,Cody Thompson,M,9th,Thomas High School,82,56
38270,Lindsey Ortiz,F,9th,Thomas High School,82,56
38271,Charles Holland,M,9th,Thomas High School,82,56
38272,Michelle Kelly,F,9th,Thomas High School,82,56
38273,Kristina Arias,F,11th,Thomas High School,82,56
38274,Ryan Gonzalez,M,11th,Thomas High School,82,56
38275,Wayne Shepherd,M,11th,Thomas High School,82,56
38276,Matthew Campbell,M,10th,Thomas High School,82,56
38277,Yolanda Brooks,F,10th,Thomas High School,82,56
38278,Timothy Gray,M,11th,Thomas High School,81,56
38279,Brett Chambers,M,9th,Thomas High School,81,56
38280,Curtis Parker,M,11th,Thomas High School,81,56
38281,Hector Romero,M,11th,Thomas High School,81,56
38282,Norman Moreno,M,9th,Thomas High School,81,56
38283,Michael Hoffman,M,11th,Thomas High School,81,56
38284,Natalie Gardner,F,10th,Thomas High School,81,56
38285,Diane Ray,F,10th,Thomas High School,81,56
38286,Pam Ellis,F,12th,Thomas High School,81,56
38287,Stephanie Sandoval,F,9th,Thomas High School,81,56
38288,Laura Ramos,F,11th,Thomas High School,81,56
38289,Danielle Acosta,F,12th,Thomas High School,81,56
38290,Terri Guerra,F,9th,Thomas High School,81,56
38291,Frank Ramirez,M,10th,Thomas High School,81,56
38292,Jessica Williams,F,9th,Thomas High School,81,56
38293,Tina Greer,F,11th,Thomas High School,81,56
38294,Melissa Martin,F,9th,Thomas High School,81,56
38295,Kristy Harris,F,11th,Thomas High School,81,56
38296,Larry Weber,M,9th,Thomas High School,81,56
38297,Anna Lewis,F,12th,Thomas High School,81,56
38298,Mr. Wesley Fields MD,M,10th,Thomas High School,81,56
38299,Aaron Holmes,M,10th,Thomas High School,80,56
38300,Michael Vasquez,M,11th,Thomas High School,80,56
38301,Marc Snyder,M,11th,Thomas High School,80,56
38302,Thomas Tyler,M,12th,Thomas High School,80,56
38303,James Harrison,M,11th,Thomas High School,80,56
38304,David Saunders,M,11th,Thomas High School,80,56
38305,Nathaniel Carr,M,11th,Thomas High School,80,56
38306,Adam Maxwell,M,10th,Thomas High School,80,56
38307,Eric Williams,M,10th,Thomas High School,80,56
38308,Chelsea Castillo,F,12th,Thomas High School,80,56
38309,Jaime Sloan,F,10th,Thomas High School,80,56
38310,Sarah Rodriguez,F,11th,Thomas High School,80,56
38311,Kristina Schaefer,F,11th,Thomas High School,80,56
38312,Diane Martin,F,12th,Thomas High School,79,56
38313,Clinton Blake,M,12th,Thomas High School,79,56
38314,Savannah Smith,F,11th,Thomas High School,79,56
38315,Heather Hunter,F,9th,Thomas High School,79,56
38316,Lisa Tucker,F,12th,Thomas High School,79,56
38317,Renee Moore,F,10th,Thomas High School,79,56
38318,Nicole White MD,F,9th,Thomas High School,79,56
38319,Keith King,M,11th,Thomas High School,79,56
38320,Amanda Skinner MD,F,11th,Thomas High School,79,56
38321,Marcus Wallace,M,12th,Thomas High School,79,56
38322,James Horton,M,9th,Thomas High School,79,56
38323,Darrell Simpson,M,10th,Thomas High School,79,56
38324,Diane Rush,F,10th,Thomas High School,78,56
38325,Christine Guerrero,F,9th,Thomas High School,78,56
38326,Rita Perez,F,10th,Thomas High School,78,56
38327,Sarah Williams,F,10th,Thomas High School,78,56
38328,Jason Key,M,12th,Thomas High School,78,56
38329,Christine Smith,F,10th,Thomas High School,78,56
38330,Jennifer Dixon,F,12th,Thomas High School,78,56
38331,Timothy Wilson,M,9th,Thomas High School,78,56
38332,Maxwell Anderson,M,10th,Thomas High School,78,56
38333,Christina Robinson,F,12th,Thomas High School,78,56
38334,Abigail Durham,F,9th,Thomas High School,78,56
38335,Charlotte Graham,F,9th,Thomas High School,78,56
38336,Tanya Barnes,F,11th,Thomas High School,78,56
38337,Theresa Gentry,F,12th,Thomas High School,78,56
38338,Donald Nicholson,M,12th,Thomas High School,78,56
38339,Nathan Smith,M,10th,Thomas High School,78,56
38340,Sarah Briggs,F,11th,Thomas High School,78,56
38341,Joshua Thomas,M,10th,Thomas High School,78,56
38342,Alexander Wilson,M,9th,Thomas High School,77,56
38343,David Smith,M,12th,Thomas High School,77,56
38344,Rebecca Reilly,F,10th,Thomas High School,77,56
38345,Paul Bowers,M,11th,Thomas High School,77,56
38346,Teresa Chapman,F,12th,Thomas High School,77,56
38347,Kimberly Case,F,11th,Thomas High School,77,56
38348,Guy Goodwin,M,9th,Thomas High School,77,56
38349,Brenda Rivera,F,10th,Thomas High School,77,56
38350,Gregory Shepherd,M,12th,Thomas High School,77,56
38351,Kenneth Simon,M,12th,Thomas High School,77,56
38352,James Stone,M,9th,Thomas High School,77,56
38353,Scott Smith,M,11th,Thomas High School,77,56
38354,Kevin Costa,M,9th,Thomas High School,77,56
38355,Kayla Williams,F,11th,Thomas High School,77,56
38356,Joshua Burch,M,9th,Thomas High School,77,56
38357,Emily Washington,F,10th,Thomas High School,77,56
38358,Elizabeth Graham,F,11th,Thomas High School,77,56
38359,Kristy Perry,F,11th,Thomas High School,77,56
38360,Stacey Rodriguez,F,9th,Thomas High School,77,56
38361,Brittany Harper,F,12th,Thomas High School,77,56
38362,Robert Pollard,M,10th,Thomas High School,77,56
38363,Heidi Gomez,F,11th,Thomas High School,77,56
38364,Mark White,M,10th,Thomas High School,77,56
38365,Dustin Meyer,M,10th,Thomas High School,77,56
38366,Stephanie Pham,F,12th,Thomas High School,76,56
38367,Jeffery Howard,M,12th,Thomas High School,76,56
38368,Christina Owen,F,10th,Thomas High School,76,56
38369,Ana Ellis,F,11th,Thomas High School,76,56
38370,Evan Jones,M,10th,Thomas High School,76,56
38371,William Schmidt,M,12th,Thomas High School,76,56
38372,Elizabeth Johnson,F,10th,Thomas High School,76,56
38373,Ronald Yates,M,11th,Thomas High School,76,56
38374,Kenneth Collins,M,9th,Thomas High School,76,56
38375,Stacey Jennings,F,11th,Thomas High School,76,56
38376,Brandy Cox,F,11th,Thomas High School,76,56
38377,Ann Garcia,F,9th,Thomas High School,76,56
38378,David Young,M,9th,Thomas High School,76,56
38379,Steven Thompson,M,11th,Thomas High School,76,56
38380,Kaitlyn Davis,F,11th,Thomas High School,76,56
38381,Patricia Maddox,F,10th,Thomas High School,75,56
38382,Dylan Ray,M,11th,Thomas High School,75,56
38383,Sharon Larson,F,12th,Thomas High School,75,56
38384,Marc Short,M,11th,Thomas High School,75,56
38385,John Atkins,M,12th,Thomas High School,75,56
38386,Eugene Johnson,M,9th,Thomas High School,75,56
38387,Terry Torres,M,10th,Thomas High School,75,56
38388,Eric Huff,M,10th,Thomas High School,75,56
38389,Joseph Kim,M,11th,Thomas High School,75,56
38390,Katie Neal,F,11th,Thomas High School,75,56
38391,Amy Vega,F,9th,Thomas High School,75,56
38392,Daniel Wilson,M,12th,Thomas High School,75,56
38393,Kurt Martinez,M,12th,Thomas High School,75,56
38394,Dennis Rodriguez,M,11th,Thomas High School,75,56
38395,Elaine Stephens,F,11th,Thomas High School,74,56
38396,Melissa Graves,F,11th,Thomas High School,74,56
38397,Adrienne Turner MD,F,9th,Thomas High School,74,56
38398,Sandra Franco,F,11th,Thomas High School,74,56
38399,Adam Woods,M,10th,Thomas High School,74,56
38400,Patrick Joyce,M,11th,Thomas High School,74,56
38401,Tanya Chen,F,11th,Thomas High School,74,56
38402,Tracy Dawson,F,10th,Thomas High School,74,56
38403,Lisa Coleman,F,9th,Thomas High School,74,56
38404,Brenda Lloyd,F,11th,Thomas High School,74,56
38405,Brianna Frey,F,10th,Thomas High School,74,56
38406,Michael Green,M,9th,Thomas High School,74,56
38407,Megan Page,F,12th,Thomas High School,74,56
38408,Jordan Long,M,10th,Thomas High School,74,56
38409,Tracy Lewis,F,12th,Thomas High School,74,56
38410,Christine Sellers,F,10th,Thomas High School,73,56
38411,Angela Berger,F,9th,Thomas High School,73,56
38412,Donald Evans,M,10th,Thomas High School,73,56
38413,Scott Rowe,M,9th,Thomas High School,73,56
38414,Veronica Drake,F,9th,Thomas High School,73,56
38415,David Cohen,M,10th,Thomas High School,73,56
38416,Mark Rice,M,12th,Thomas High School,73,56
38417,Jesse Reyes,M,9th,Thomas High School,73,56
38418,Nicole Ritter,F,9th,Thomas High School,73,56
38419,Lisa Gentry,F,9th,Thomas High School,73,56
38420,Terry Scott Jr.,M,9th,Thomas High School,73,56
38421,Cesar Rodriguez DVM,M,9th,Thomas High School,73,56
38422,Jennifer Gay MD,F,12th,Thomas High School,73,56
38423,David House,M,9th,Thomas High School,73,56
38424,Michael Moore,M,9th,Thomas High School,73,56
38425,Jared Woodward,M,12th,Thomas High School,73,56
38426,Ashley Black,F,11th,Thomas High School,73,56
38427,Adam Hinton,M,11th,Thomas High School,73,56
38428,Rebecca Sanchez,F,12th,Thomas High School,73,56
38429,Daniel Harris,M,10th,Thomas High School,73,56
38430,Angie Vance,F,10th,Thomas High School,73,56
38431,Zachary Davis,M,9th,Thomas High School,72,56
38432,Joshua Glass,M,9th,Thomas High School,72,56
38433,Scott Mack,M,11th,Thomas High School,72,56
38434,Diane Morse,F,11th,Thomas High School,72,56
38435,Lori Jenkins,F,11th,Thomas High School,72,56
38436,Paul Garcia,M,11th,Thomas High School,72,56
38437,Jonathan Dunn,M,12th,Thomas High School,72,56
38438,Dustin Butler,M,10th,Thomas High School,72,56
38439,Cody Cortez,M,11th,Thomas High School,72,56
38440,Bridget Benitez,F,10th,Thomas High School,72,56
38441,Mr. Earl Thompson,M,10th,Thomas High School,72,56
38442,Tracie Stewart,F,10th,Thomas High School,72,56
38443,Brenda Le,F,12th,Thomas High School,72,56
38444,Jennifer Combs,F,9th,Thomas High School,72,56
38445,Elizabeth Stout,F,11th,Thomas High School,71,56
38446,Edward Lopez,M,12th,Thomas High School,71,56
38447,Timothy Baird,M,9th,Thomas High School,71,56
38448,Drew Jones,M,10th,Thomas High School,71,56
38449,Kevin Gordon,M,11th,Thomas High School,71,56
38450,Andrew Anthony,M,11th,Thomas High School,71,56
38451,David Garner,M,10th,Thomas High School,71,56
38452,Dawn Richards,F,10th,Thomas High School,71,56
38453,Zachary Sanchez,M,11th,Thomas High School,71,56
38454,Paul Butler,M,9th,Thomas High School,71,56
38455,Heidi Rhodes,F,10th,Thomas High School,71,56
38456,Kimberly Duncan,F,12th,Thomas High School,71,56
38457,Andrew Jones,M,9th,Thomas High School,71,56
38458,Scott Walters,M,11th,Thomas High School,71,56
38459,Travis Johnson,M,10th,Thomas High School,71,56
38460,Taylor Owen,F,10th,Thomas High School,71,56
38461,Ryan Reed,M,9th,Thomas High School,71,56
38462,Erin Miller,F,12th,Thomas High School,71,56
38463,Tiffany Alvarez,F,9th,Thomas High School,71,56
38464,Donna Ramirez,F,12th,Thomas High School,71,56
38465,David Taylor,M,12th,Thomas High School,70,56
38466,Jacob Roberts,M,9th,Thomas High School,70,56
38467,John Small,M,10th,Thomas High School,70,56
38468,Robert Lloyd,M,12th,Thomas High School,70,56
38469,Joe Ewing,M,10th,Thomas High School,70,56
38470,William Carter,M,12th,Thomas High School,70,56
38471,Miss Melinda Thomas,F,10th,Thomas High School,70,56
38472,Jill Mckinney,F,11th,Thomas High School,70,56
38473,John Dunn,M,10th,Thomas High School,70,56
38474,Jordan Martinez,M,12th,Thomas High School,70,56
38475,Mary Nixon MD,F,10th,Thomas High School,70,56
38476,Kristin Taylor,F,9th,Thomas High School,70,56
38477,Ashley Jimenez,F,11th,Thomas High School,70,56
38478,Jessica Hill,F,9th,Thomas High School,70,56
38479,Laurie Fowler,F,12th,Thomas High School,70,56
38480,Michael Johnson,M,10th,Thomas High School,70,56
38481,Kevin Foster,M,12th,Thomas High School,69,56
38482,Michael Stevens,M,10th,Thomas High School,69,56
38483,Tracy Noble,F,10th,Thomas High School,69,56
38484,Daniel Schultz,M,10th,Thomas High School,69,56
38485,Bridget Robles,F,11th,Thomas High School,69,56
38486,Erin Mccann,F,9th,Thomas High School,69,56
38487,Paul Hayes,M,10th,Thomas High School,69,56
38488,Glenn Mercer,M,10th,Thomas High School,69,56
38489,Charles Flores,M,10th,Thomas High School,69,56
38490,Melissa Wilson,F,10th,Thomas High School,68,56
38491,Tim Harris,M,9th,Thomas High School,68,56
38492,John Stuart,M,12th,Thomas High School,68,56
38493,Kim Williams,F,9th,Thomas High School,68,56
38494,Andrew Gomez,M,9th,Thomas High School,68,56
38495,Beverly Whitney,F,9th,Thomas High School,68,56
38496,Eric Cox,M,10th,Thomas High School,68,56
38497,Leslie Kelly MD,F,10th,Thomas High School,68,56
38498,Eric Kelley,M,9th,Thomas High School,68,56
38499,Olivia Hernandez,F,10th,Thomas High School,68,56
38500,Patrick Garcia,M,12th,Thomas High School,68,56
38501,Teresa Schultz,F,10th,Thomas High School,68,56
38502,Kim Peck,F,10th,Thomas High School,67,56
38503,Laura Murphy,F,9th,Thomas High School,67,56
38504,George Green,M,12th,Thomas High School,67,56
38505,Richard Bowman,M,10th,Thomas High School,67,56
38506,Jasmine Garcia,F,9th,Thomas High School,67,56
38507,Victoria Harrell,F,12th,Thomas High School,67,56
38508,Julie Nelson,F,10th,Thomas High School,67,56
38509,Mrs. Kristen Gonzalez,F,9th,Thomas High School,67,56
38510,Michael Carter MD,M,10th,Thomas High School,67,56
38511,Arthur Martinez,M,12th,Thomas High School,67,56
38512,James Cruz,M,11th,Thomas High School,67,56
38513,Brian Monroe,M,12th,Thomas High School,67,56
38514,Michael Booth,M,9th,Thomas High School,67,56
38515,Daniel Simpson,M,12th,Thomas High School,67,56
38516,Kenneth Smith,M,9th,Thomas High School,67,56
38517,Joseph Mitchell,M,10th,Thomas High School,67,56
38518,Allen Payne,M,11th,Thomas High School,67,56
38519,Lisa Ward,F,10th,Thomas High School,67,56
38520,Teresa Miller,F,9th,Thomas High School,67,56
38521,Daniel Wallace,M,12th,Thomas High School,66,56
38522,Sheena Hill,F,9th,Thomas High School,66,56
38523,Sarah Scott,F,12th,Thomas High School,66,56
38524,Michael James,M,9th,Thomas High School,66,56
38525,Angela Thompson,F,10th,Thomas High School,66,56
38526,Lindsay Ortiz,F,12th,Thomas High School,66,56
38527,Catherine Wilson,F,10th,Thomas High School,66,56
38528,Jill Kim,F,9th,Thomas High School,66,56
38529,Lauren Wilson,F,11th,Thomas High School,66,56
38530,Stacey Lee,F,11th,Thomas High School,66,56
38531,Carmen Kim,F,11th,Thomas High School,66,56
38532,Jennifer Weaver,F,12th,Thomas High School,66,56
38533,Kristi Castillo,F,11th,Thomas High School,66,56
38534,Matthew Perez,M,10th,Thomas High School,66,56
38535,Diana Mcdaniel,F,9th,Thomas High School,66,56
38536,Julia King,F,11th,Thomas High School,66,56
38537,Susan Thomas,F,10th,Thomas High School,66,56
38538,Lisa Price,F,9th,Thomas High School,66,56
38539,Nancy Hopkins,F,10th,Thomas High School,66,56
38540,Danny Miller,M,9th,Thomas High School,66,56
38541,Paul Ewing,M,12th,Thomas High School,65,56
38542,Frank Davis,M,10th,Thomas High School,65,56
38543,Jeffrey Schultz,M,9th,Thomas High School,65,56
38544,Misty Nguyen,F,12th,Thomas High School,65,56
38545,Leroy Shaffer,M,11th,Thomas High School,65,56
38546,Raymond Hawkins,M,9th,Thomas High School,65,56
38547,Robert Lewis,M,9th,Thomas High School,65,56
38548,Anna Jacobs,F,12th,Thomas High School,65,56
38549,Nathan Adams,M,9th,Thomas High School,65,56
38550,Christy Ryan,F,10th,Thomas High School,65,56
38551,Madison Palmer,F,10th,Thomas High School,65,56
38552,Christina Hall,F,12th,Thomas High School,65,56
38553,Charles Dickson,M,11th,Thomas High School,65,56
38554,Pamela Thompson,F,10th,Thomas High School,65,56
38555,Meghan Williams,F,12th,Thomas High School,65,56
38556,Gerald Jones,M,9th,Thomas High School,64,56
38557,Tara Simpson,F,12th,Thomas High School,64,56
38558,Ryan Fernandez,M,9th,Thomas High School,64,56
38559,Marissa Wilson,F,10th,Thomas High School,64,56
38560,Heather Leblanc,F,12th,Thomas High School,64,56
38561,Andrea Lee,F,9th,Thomas High School,64,56
38562,Erica Singh,F,11th,Thomas High School,64,56
38563,Matthew Crane,M,10th,Thomas High School,64,56
38564,Jennifer Weaver,F,11th,Thomas High School,64,56
38565,Brian Thomas,M,12th,Thomas High School,64,56
38566,Elizabeth Lamb,F,11th,Thomas High School,64,56
38567,Dakota Marshall,M,12th,Thomas High School,64,56
38568,Kelly Donaldson,F,11th,Thomas High School,64,56
38569,Donald Scott,M,11th,Thomas High School,64,56
38570,Mark Smith,M,12th,Thomas High School,64,56
38571,Todd Johnson,M,9th,Thomas High School,64,56
38572,Robin Mathis,F,9th,Thomas High School,64,56
38573,Carlos Gutierrez,M,9th,Thomas High School,64,56
38574,Katherine Porter,F,9th,Thomas High School,64,56
38575,Denise Perry,F,9th,Thomas High School,63,56
38576,Andrew Nelson,M,11th,Thomas High School,63,56
38577,Michael Hartman,M,10th,Thomas High School,63,56
